,season,episode,title,speaker,line,category
646,4,18,"Goodbye, Toby (Parts 1&2)",Angela,We have a buttercream cake and a slideshow of Toby.,Logistics
647,4,18,"Goodbye, Toby (Parts 1&2)",Angela,"You always do this! We have a nice, modest party planned, and then you come in and demand the world. Let me be clear. There is simply no money for anything other than a cake and to develop a few more slides... although Toby won't be in them.",Logistics
648,4,18,"Goodbye, Toby (Parts 1&2)",Angela,"No! No! You know what? This is not a party-planning committee anymore! And I don't want your foot money, and I feel uncomfortable participating.",Logistics
649,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"As part of my last day I'm training the new Human Resources rep in the ways of the company. Again, the company has allotted for this training-one day.",HR
650,4,18,"Goodbye, Toby (Parts 1&2)",Toby,So this is H.R. This is your desk.,HR
651,4,18,"Goodbye, Toby (Parts 1&2)",Toby,I'd like to introduce you to my replacement.,HR
652,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"I love it. I love it... I would love a picture of the two of us, to also take to Costa Rica.",Personal
653,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"No, uh...  Does anyone have a camera here?  No one has a camera here. Uh...",Logistics
654,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"Well, we still have to do the exit interview.",HR
655,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"I made it this far, right? What's the point?",Opinions
656,4,18,"Goodbye, Toby (Parts 1&2)",Toby," ""Suck on this.""",Humour
657,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"Thanks, I'm gonna set it to Costa Rica time.",Humour
658,4,18,"Goodbye, Toby (Parts 1&2)",Oscar,"Well this is what happened: uh, Ryan's big project was the website... which wasn't doing so well. So Ryan, to give the impression of sales, recorded them twice: once as office sales, once as website sales. Which is what we refer to in the business as ""misleading the shareholders."" Another good term is ""fraud."" The real crime, I think, was the beard.",Logistics
659,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"I normally do nothing, I guess. No, you shouldn't- ",Logistics
660,4,18,"Goodbye, Toby (Parts 1&2)",Jan,"... we were together. That's true. And-but, you... are not... uh, you're not the dad.",Personal
661,4,18,"Goodbye, Toby (Parts 1&2)",Jan,"...Not to. No, I did not. I did not cheat on you. I did not.",Personal
662,4,18,"Goodbye, Toby (Parts 1&2)",Jan,I went to a sperm bank.,Personal
663,4,18,"Goodbye, Toby (Parts 1&2)",Jan,"No, no no... it's not just any sperm bank. I mean, it's really... this is a really, really great place. It's amazing, actually. I'm gonna bring you the catalogue. You should look through it. It's... and it's-in fact, it's right next to that little breakfast place that you like in the city where you can draw on the tables.",Personal
664,4,18,"Goodbye, Toby (Parts 1&2)",Jan,"If I was 22, and I had lots of time to have lots of children, then sure, let's let Michael have a shot at one of 'em. But, honestly, I need to make this one count.",Personal
665,4,18,"Goodbye, Toby (Parts 1&2)",Jan,"Oh, that's really good. I feel so much better. I just needed to get all that out onto the table.",Personal
666,4,18,"Goodbye, Toby (Parts 1&2)",Jan,"Look, I don't know what you're gonna be doing tomorrow, but I have my Lamaze class in Allentown, and um... you could come. I usually, you know, use a foam noodle instead of a partner...",Personal
667,4,18,"Goodbye, Toby (Parts 1&2)",Toby,"Hey. Hey, you know, I just realized uh, I don't have a picture of the two of us.",Personal
668,5,1,Weight Loss (Parts 1&2),Jan,I need you to make me 100 copies of this on canary yellow.,Logistics
669,5,1,Weight Loss (Parts 1&2),Jan,"Oh, great. Yeah, Serenity by Jan is kicking ass and taking names. You remember last week when that girl went missing? Guess whose candles they used for the vigil?",Personal
670,5,1,Weight Loss (Parts 1&2),Angela,"Listen, dummy! It's not that hard. All you have to do is take the numbers from the sales report and type them into a master spreadsheet. A G.D. monkey could do it. I do not understand why you can't do it.",Logistics
671,5,1,Weight Loss (Parts 1&2),Angela,"I have a nice comforter and several cozy pillows. I usually read a chapter of a book, and it's lights out by 8:30. That's how I sleep at night!",Personal
672,5,1,Weight Loss (Parts 1&2),Angela,No. My doctor wants me to gain weight.,Personal
673,5,1,Weight Loss (Parts 1&2),Oscar,Because it's your making-fun-of-fat-people character.,Interpersonal
674,5,1,Weight Loss (Parts 1&2),Oscar,"I think of him as more like... a monster? What about, ""I say, I say, I say, I'll sit on you!""",Humour
675,5,1,Weight Loss (Parts 1&2),Angela,I hate to even ask because you have been so accommodating about all the wedding stuff.,Personal
676,5,1,Weight Loss (Parts 1&2),Angela,"Is there any way our first dance can be to my favorite song, The Little Drummer Boy?",Personal
677,5,1,Weight Loss (Parts 1&2),Toby," Oh, I went zip lining my third day in Costa Rica. I guess the harness wasn't strapped in exactly right. I broke my neck. And, I've been in the hospital five weeks now. I still haven't seen the beach. It's nice to have visitors.",Personal
678,5,3,Business Ethics,Oscar,That isn't ethics. Ethics is a real discussion of the competing conceptions of the good. This is just the corporate anti-shoplifting rules.,Logistics
679,5,3,Business Ethics,Oscar,"Ok, once in a while I'll take a long lunch.",Logistics
680,5,3,Business Ethics,Angela,"I once reported Oscar to the INS. Turns out he's clean, but I'm glad I did it.",Logistics
681,5,4,Baby Shower,Angela,"Per your instructions, we have the personalized M&Ms with the baby names. This is your boy bowl, with the name ""Chevy."" And this is the girl bowl, with M&Ms with the name ""Astird.""",Logistics
682,5,4,Baby Shower,Angela,"Michael wrote down ""Astird.""",Personal
683,5,4,Baby Shower,Oscar,Why do we have to pay money to get a gift for his ex-girlfriend's unborn sperm bank baby?,Personal
684,5,4,Baby Shower,Jan,This is my baby.,Personal
685,5,4,Baby Shower,Jan,"Well, um, you know, labor just kind of started very suddenly and-",Personal
686,5,4,Baby Shower,Jan,"And the birth instructor thought it wasn't a good idea for you to be there, so...",Personal
687,5,4,Baby Shower,Jan,"OK, you don't have any idea what I've been through, so, let's...",Personal
688,5,4,Baby Shower,Jan,"I'm sorry, I thought today at the baby shower would be a good time for the two of you to meet.",Personal
689,5,4,Baby Shower,Jan,"Yes, yes you can. You know, I think, just leave her in the car seat. Yeah.",Personal
690,5,4,Baby Shower,Jan,"Michael, Michael, Michael, that's... yeah... that's too high. I'll take that.",Interpersonal
691,5,4,Baby Shower,Jan, Being good isn't always easy / No matter how hard I try / When he started sweet-talking to me / He'd come and tell me everything is all right / He'd kiss and tell me everything is all right / Can I get away again tonight / The only one...,Personal
692,5,4,Baby Shower,Jan, How well I remember / The look that was in his eyes / Stealing kisses from me on the sly / Taking time to make time / Telling me that he's all mine / Learning from each other's knowing / Looking to see how much we've grown / And the only one...,Personal
693,5,4,Baby Shower,Jan,"Well, actually, I, uh, I had a tub birth. And it was really, really quite amazing.",Personal
694,5,4,Baby Shower,Jan,"Yeah, it's a really nice transition from womb to world, you know, kind of like a big womb.",Personal
695,5,4,Baby Shower,Jan,"Oh, yeah, the afterbirth floats, yeah.",Personal
696,5,4,Baby Shower,Jan,"Oh no, it's actually really hygienic, Creed.",Personal
697,5,4,Baby Shower,Jan,And after the birth you get out and deliver the afterbirth. ,Personal
698,5,4,Baby Shower,Jan,"You're sad about this. I know that, and I wish that I... but... would it help if you held Astrid for just a, a little bit?",Personal
699,5,4,Baby Shower,Jan,"All right. Um, I'm just going to lie down for a couple of minutes. I'm exhausted, so um. Remind me to talk to you about Astrid's 529. Wake me in twenty.",Personal
700,5,4,Baby Shower,Angela," That's good. Now, I need you to - I need it to look up here. Get the baby to look up here, ready?",Personal
701,5,4,Baby Shower,Jan,What are you doing? What's going on? Excuse me.,Interpersonal
702,5,4,Baby Shower,Jan,You don't flash around a newborn baby. Don't you know that?,Interpersonal
703,5,4,Baby Shower,Jan,"Michael, I need your help.",Interpersonal
704,5,4,Baby Shower,Jan,"Oh, no, Michael, you know what? I really have to go.",Logistics
705,5,4,Baby Shower,Jan,"You know what, where is the stroller that I came in with?",Interpersonal
706,5,4,Baby Shower,Jan,"Ah. Thanks, Dwight.",Interpersonal
707,5,4,Baby Shower,Jan,"OK. You know what? There is, uh, there is one more thing that you can do for me.",Interpersonal
708,5,4,Baby Shower,Jan,Don't date Holly.,Interpersonal
709,5,4,Baby Shower,Jan,Thanks for the baby shower. It was great. And I'll see you... soon.,Personal
710,5,5,Crime Aid,Angela,"Yes, that's correct. I need to cancel checks from 10,001 to 90,000.",Logistics
711,5,5,Crime Aid,Oscar,"So, in order to recoup the value of items we liked, we have to spend more money on things we don't want. Who would ever come to this?",Opinions
712,5,7,Customer Survey,Angela,"OK fine you can have your tent, but only if it's in a field, a hand-plowed field",Opinions
713,5,7,Customer Survey,Angela,There has to be a barn that's old enough that you can see the stars through the roof slats when you lay on your back. And antique tools to look at when you roll over.,Opinions
714,5,7,Customer Survey,Angela,No. But anything within a five- to eight-mile radius is acceptable.,Logistics
715,5,8,Business Trip,Oscar,What do you see in her? Wh -- what do you see in Angela?,Interpersonal
716,5,8,Business Trip,Oscar,I'd like to know. You should call her and ask her. I'd like to know what's wrong with her.,Interpersonal
717,5,8,Business Trip,Oscar,"Do it! It's a--- Call her!  Oh my God, don't call her! Don't call her, Andy.  Andy, don't call her!",Interpersonal
718,5,9,Frame Toby,Angela,"Are you swallowing them whole? You're eating them so fast, are they even touching your tongue?",Humour
719,5,9,Frame Toby,Oscar," ""To whoever made the microwave mess: the microwave is a shared kitchen appliance. By not cleaning it up you are basically telling whoever follows that their time is less valuable, as they will have to scrub out your disgusting splatter. Sincerely, disappointed.""",Logistics
720,5,9,Frame Toby,Oscar,"The note. So ""holier than thou"".",Opinions
721,5,9,Frame Toby,Toby,"Well that's sweet, I missed you guys too.",Interpersonal
722,5,9,Frame Toby,Toby,"Well, um, it was amazing. It really was, thanks for asking. Um the beaches were pristine...",Personal
723,5,9,Frame Toby,Toby,"...and, yeah, the whole thing was incredibly cathartic.",Personal
724,5,9,Frame Toby,Toby,It was actually kind of hard to meet people I found.,Personal
725,5,9,Frame Toby,Toby,"And uh, yeah, plus it was hot.",Opinions
726,5,9,Frame Toby,Toby,"Are you all right, Michael?",Interpersonal
727,5,9,Frame Toby,Toby,Hey guys that's really inappropriate.,HR
728,5,9,Frame Toby,Toby,"I'm not going to punch you, Michael.",Interpersonal
729,5,9,Frame Toby,Toby,"No, why would I punch you?",Interpersonal
730,5,9,Frame Toby,Toby,"Hey, what's going on? You don't have my permission to do this.",HR
731,5,9,Frame Toby,Toby,"Hey, hey what are- why are you doing this?",Interpersonal
732,5,9,Frame Toby,Toby,Don't search my stuff.,HR
733,5,9,Frame Toby,Toby,I have a reasonable right to privacy.,HR
734,5,9,Frame Toby,Toby,That was... I went to Costa Rica for a few months. What is going on?,Personal
735,5,9,Frame Toby,Toby,That is not mine. I have never seen that before.,Interpersonal
736,5,9,Frame Toby,Toby,What is going on here?,Interpersonal
737,5,9,Frame Toby,Toby,"I didn't put caprese salad in my drawer, Michael.",Humour
738,5,9,Frame Toby,Toby,"You know but the police could have been out there you know, catching real criminals instead of here searching my stuff.",Opinions
739,5,9,Frame Toby,Toby,"Well, I don't see it that way.",Interpersonal
740,5,10,The Surplus,Oscar,"Alright, well this is the overall budget for this fiscal year along the x-axis...",Logistics
