,season,episode,title,speaker,line,category
815,5,26,Casual Friday,Oscar,"I'm sorry you're offended by my shoes, but I am not going to drive home to change.",Interpersonal
816,5,26,Casual Friday,Toby,I could loan you a pair of socks.,Interpersonal
817,5,26,Casual Friday,Toby,"No, they're clean. I was going to wear them to volleyball practice later.",Interpersonal
818,5,26,Casual Friday,Oscar,I don't think so.,Opinions
819,5,26,Casual Friday,Toby,"Hey, Meredith. Can I talk to you privately for a second?",Logistics
820,5,26,Casual Friday,Toby,You--you might consider pulling it down a touch. It's ri--it's riding up a little high.,HR
821,5,26,Casual Friday,Oscar,"Meredith, your boob is out.",Interpersonal
822,5,26,Casual Friday,Angela,"Meredith, too far!",Interpersonal
823,5,26,Casual Friday,Toby,"All right, look, what you gotta understand is that when you come to work, you give up certain rights.",HR
824,5,26,Casual Friday,Toby,"All right, come. Sit down, Dwight.",HR
825,5,26,Casual Friday,Toby,I'm running this meeting.,HR
826,5,26,Casual Friday,Toby,It's not. It's not. Sit down or I am writing you up.,HR
827,5,26,Casual Friday,Toby,Casual Fridays are cancelled.  Let's just not do it anymore.,HR
828,5,26,Casual Friday,Toby,"There's not a single appropriate outfit in this whole--except mine, quite honestly.",HR
829,5,27,Cafe Disco,Angela,No. I don't want to stay late to have a two hour lunch.,Logistics
830,5,27,Cafe Disco,Oscar,Please don't refer to yourself as our daddy.,Humour
831,5,27,Cafe Disco,Oscar,Is this our punishment for not wanting to have lunch with you?,Interpersonal
832,5,27,Cafe Disco,Angela,"Oh, my God, Kevin. I am still on hold. You were supposed to get the answer from Michael and come back up.",Logistics
833,5,27,Cafe Disco,Angela,"Oh, for goodness sakes, Kevin. There's no cookie. There's no cookie. Come on. Come.",Logistics
834,5,27,Cafe Disco,Angela,Can you please go back to work instead of masterminding these situations were in we hurt ourselves?,Logistics
835,5,27,Cafe Disco,Angela,"Look, I hate to be ""that"" person but I just don't like the general spirit of music.",Opinions
836,5,27,Cafe Disco,Angela,You are forcing me to be down here. Am I not allowed to have some fun?,Logistics
837,5,28,Company Picnic,Toby,"Ah, this reminds me of the HR convention last fall.",HR
838,5,28,Company Picnic,Oscar,Dwight's right. Corporate deserves to get its ass kicked.,Opinions
839,5,28,Company Picnic,Angela,"Kevin! Now it's seven-six, or is that too much accounting for you?",Logistics
840,6,1,Gossip,Oscar,"I bet there's something there. I was with them in the kitchen yesterday, and they were all too happy to be cleaning the freezer.",Interpersonal
841,6,1,Gossip,Oscar,Are you attracted to other men?,Personal
842,6,1,Gossip,Oscar,"If you resisted Brad Pitt a little bit, he would still... need to get to you?",Personal
843,6,1,Gossip,Oscar,Wow. I wish... I wish I could help you. I don't... you might be gay. You might be gay.,Personal
844,6,1,Gossip,Oscar,What exactly is my responsibility here? To comfort insecure heterosexual men? That can't possibly fall to me.,Personal
845,6,1,Gossip,Angela, Did you know a baby conceived out of wedlock is still a b*st*rd?,Personal
846,6,1,Gossip,Oscar, What? You think I'm the voice of the Taco Bell dog?,Humour
847,6,1,Gossip,Toby, What are you guys talking about? I have a daughter. How can I be a virgin?,Personal
848,6,1,Gossip,Oscar,"Michael, why? Why say all these things? Why make up an eating disorder, Stanley's affair, me being a spokesdog...",Interpersonal
849,6,2,The Meeting,Oscar,"I'm sure everything will be fine.  What do you? What's the procedure, if you don't mind my asking?",Logistics
850,6,2,The Meeting,Toby,And that's how you broke your ankle?,Personal
851,6,2,The Meeting,Toby,I will send this off to corporate. Make sure you hold on to your medical bills. Feel better.,Logistics
852,6,2,The Meeting,Toby,A guy on my street fell off a ladder painting his house. It was on the news.,Personal
853,6,2,The Meeting,Toby,That's not a very good Darryl.,Personal
854,6,2,The Meeting,Toby,"Well, we did a little investigation and Dwight had a good point. The ladder didn't reach the top shelf. I don't know if I believe it, but I am a fan of the hardboiled detective novel.  I'll punch you in da mush, see.",Humour
855,6,2,The Meeting,Toby,"Wow, I'd love to take a look at that.",Humour
856,6,2,The Meeting,Toby,"Well, you know, 'cause of the trains.",Humour
857,6,2,The Meeting,Toby,Get over there! Get over there!,Humour
858,6,2,The Meeting,Toby,"I can't believe this.  Hey you, ass****!",Interpersonal
859,6,2,The Meeting,Toby,You gonna eat all that dog food yourself?,Interpersonal
860,6,2,The Meeting,Toby,"Hey Darryl, look ahhh, we're here to apologize ahh...",Interpersonal
861,6,2,The Meeting,Toby,"Well, I don't think there's any reason to check 'em but I suppose if we wanted to be really certain...",Interpersonal
862,6,2,The Meeting,Toby,"Ahhh, kay. Look, we could all file complaints against each other and just drown in a sea of paperwork, but you know, we can just move on with our... with our lives.",Logistics
863,6,2,The Meeting,Toby,So Dwight and Darryl came to an agreement that both would file complaints with corporate and now I get to do all this paperwork. We worked it out.,Logistics
864,6,3,The Promotion,Oscar,"Look, it doesn't take a genius to know that any organization thrives when it has two leaders. Go ahead, name a country that doesn't have two presidents. A boat that sets sail without two captains. Where would Catholicism be without the popes?",Logistics
865,6,3,The Promotion,Angela,"But, I do not understand. If we're such smart adults, then why don't we get raises?",HR
866,6,3,The Promotion,Oscar,"Excellent question, genius. It's because Jim wants to give the raises to his friends and the people he sleeps with.",Interpersonal
867,6,3,The Promotion,Oscar,"Hold on, Kelly. Would it help you to know that Jim thinks you're smart?",Interpersonal
868,6,3,The Promotion,Oscar,"We would just like to know what's happening. Are we getting a raise, yes or no?",HR
869,6,4,Niagara (Parts 1&2),Angela,Decent people everywhere will get offended.,Opinions
870,6,4,Niagara (Parts 1&2),Angela,"Well, you're lucky you have a grandmother. Some of us have to be our own grandmothers.",Humour
871,6,4,Niagara (Parts 1&2),Toby,"Michael, I have one extra twin bed, if you want.",Opinions
872,6,4,Niagara (Parts 1&2),Oscar,You thought I was dating this? What the hell is wrong with you?,Interpersonal
873,6,4,Niagara (Parts 1&2),Angela,And where do you think you're going?,Interpersonal
874,6,4,Niagara (Parts 1&2),Angela,"Well, why don't I just save you some time and kick you in the stomach instead?",Humour
875,6,4,Niagara (Parts 1&2),Oscar,It's not a good idea. There's no such thing as a good hairpiece.,Interpersonal
876,6,4,Niagara (Parts 1&2),Angela,Relax. You'll get your shot at Jim. Those two treat the whole office like a 1970's key party.,Logistics
877,6,4,Niagara (Parts 1&2),Oscar,"Guys, maybe we should wait a little more time before we start grabbing boxes.",Logistics
878,6,4,Niagara (Parts 1&2),Toby,Well I guess this weddings not going to happen. I wonder if this is it for them. ,Personal
879,6,6,Mafia,Toby,"Well the ""fun"" is in it. ",Opinions
880,6,6,Mafia,Oscar,"Hey guys, I drive a SUV, does that mean I'm in the mob?",Humour
881,6,6,Mafia,Oscar,"For the record, not all Italian-Americans are in the Mafia.",Humour
882,6,6,Mafia,Oscar,"Pam and Jim are on their honeymoon. So there's not the usual balance between ""sane and others."" Toby has mentally checked out since June. It's a very dangerous time. The ""coalition for reason"" is extremely weak.",Personal
883,6,6,Mafia,Oscar,"No, what are you talking about, what mobster would change his name from Gotti to Grotti. It weakens it.",Humour
884,6,6,Mafia,Oscar,Jim? It's Oscar. I'm so sorry to be calling you on your honeymoon.,Interpersonal
885,6,6,Mafia,Oscar,"It's Michael, he thinks he's being shaken down by the mob. I don't know how you usually handle this.",Interpersonal
886,6,6,Mafia,Oscar,"Accounting-wise, no. But phone-wise, just call up and cancel it.",Logistics
887,6,6,Mafia,Oscar,"Just to be clear, he backed down an insurance agent from Mutual of Harrisburg.",Logistics
888,6,7,The Lover,Angela,Thank you. Sure well first of all I think that we could totally...,Logistics
889,6,7,The Lover,Angela,"I'm sorry, I was told I had the floor.",Logistics
890,6,7,The Lover,Oscar,"Hold on, hold on, what's going on?",Interpersonal
891,6,7,The Lover,Oscar,You have no sense of boundaries Michael.,Interpersonal
892,6,7,The Lover,Oscar,"Maybe you're right, who are we to...",Opinions
893,6,7,The Lover,Oscar,"Pam, just for the record, I think you're overreacting a little bit, your mom's old enough to make her own decisions.",Interpersonal
894,6,7,The Lover,Toby,"Yeah, er... pull up a chair or sit on the shredder.",Logistics
895,6,7,The Lover,Toby,"Ah, you should probably deal with that outside of the work place.",Logistics
896,6,7,The Lover,Toby,Yeah... that's why they pay me the big bucks. ,Logistics
897,6,7,The Lover,Toby,"You know, I always knew if Michael just took the time to get to know me, we'd become friends.",Interpersonal
898,6,7,The Lover,Toby,"Well, I was hoping that maybe in light of everything that's happened today, it would be a good idea if today, you, me, and Michael could head into the conference room for some conflict resolution.",Logistics
899,6,7,The Lover,Toby,Maybe you could just take the rest of the day off... you know...,Logistics
900,6,8,Koi Pond,Angela,"This sounds ridiculous, I know, but some people say that I eat like a squirrel.",Personal
901,6,9,Double Date,Angela,"Pam, aren't you going to introduce us to Michael's girlfriend?",Interpersonal
902,6,9,Double Date,Toby,"Pam, can I talk to you for a second?",Logistics
903,6,9,Double Date,Toby,"I heard about the hit. Just-- make sure it's off company property, right?",HR
904,6,9,Double Date,Toby,"Okay, I think we should probably be okay.",Opinions
905,6,9,Double Date,Toby,Okay. And-- the-the power-- comes from the back foot. So its-- its all one motion through the-- body. So you stay a little low and there's a twist. You keep your shoulder down and you kind of throw out the arm.  Pow!,Humour
906,6,9,Double Date,Oscar,It's not a fight. What other outcome could there be?,Opinions
907,6,10,Murder,Oscar,"I found the article.  ""On a day marked by panicked corporate board meetings, one that is relatively not surprising is Dunder Mifflin's. It is rumored that they will recommend... "" and the article cuts off.",Logistics
908,6,10,Murder,Oscar,"Not necessarily, bankruptcy could mean a lot of things. Maybe they're just restructuring to get out of debt.",Logistics
909,6,10,Murder,Oscar,Or it could mean the end of Dunder Mifflin.,Logistics
910,6,10,Murder,Angela,"Michael, I don't like this game. It's scary.",Interpersonal
911,6,10,Murder,Angela,"Voodoo Mama Juju, the witch doctor of the Savannah swamps. I'm not comfortable with this. ",Interpersonal
912,6,10,Murder,Oscar,"It's my blackberry Michael, I am trying to get updates on the company.",Logistics
913,6,10,Murder,Angela,"It's not my fault, I was exposed to Harry Potter.",Humour
914,6,10,Murder,Oscar,"I just got an email from corporate, specifically for Accounting to stop all payments to our vendors.",Logistics
915,6,10,Murder,Oscar,"Well, maybe nothing but it could mean a problem with liquidity-",Logistics
916,6,10,Murder,Oscar," This plantation, we're running low on greenbacks. We're having problems paying the people who give us the seeds and the dirt. We can't pay...  - Michael, I can't - Basically it could mean a lot of things, but it is unprecedented, so it's cause for concern.",Logistics
917,6,10,Murder,Angela,"Hey everyone, Kevin's going to give us his take on the situation. Let's listen up.",Logistics
918,6,11,Shareholder Meeting,Oscar,The long term problem is bad investments that they need to dump. The short term problem is the company has no cash and there's no where to get it.,Logistics
919,6,11,Shareholder Meeting,Oscar,This is so typical of management to spend money on this. Ugh. Bunch of boobs.,Logistics
920,6,11,Shareholder Meeting,Oscar,"The Dunder Mifflin stock symbol is DMI. Do you know what that stands for? Dummies, morons and idiots. Because that's what you'd have to be to own it. And, as one of those idiots, I believe the board owes me answers.",Logistics
921,6,11,Shareholder Meeting,Oscar,"Can you believe this? The money they spent on this convention hall.  Excuse me, miss. I just want to take the stupid board of directors by their necks. This is so simple.",Logistics
922,6,11,Shareholder Meeting,Oscar,"Oh, what a great idea and lose my job. No thank you.",HR
923,6,11,Shareholder Meeting,Oscar,These questions are bush league.,Opinions
924,6,11,Shareholder Meeting,Oscar,"I feel, as does Mr. Scott, that we are in the best of hands. Capable hands.",Logistics
925,6,11,Shareholder Meeting,Oscar,I think this has gone very well and I thank you.,Logistics
926,6,11,Shareholder Meeting,Oscar,"Michael, I didn't ask to come up here.",Interpersonal
927,6,12,Scott's Tots,Angela,"To my tally, you just won back your own parking spot, a vacation day, and a nice, tidy quarter of $1,000 from all of us.",Logistics
928,6,13,Secret Santa,Toby,"Wow Michael, like this must be obvious how wrong this is.",Logistics
929,6,13,Secret Santa,Toby,"You can't,  Ow. Look, you cannot push religion.",Humour
930,6,13,Secret Santa,Angela,It's fabric! I really wanted this.,Personal
931,6,13,Secret Santa,Angela,Are you serious? This is so offensive.,Interpersonal
932,6,14,The Banker,Toby,"What are, are you doing at my desk?",Logistics
933,6,14,The Banker,Toby,"Come on, Dwight. Get out of here.",Logistics
934,6,14,The Banker,Toby,"Sorry. Hey, Toby Flenderson. Nice to meet you. How can I help?",Logistics
935,6,14,The Banker,Toby,"You know, uh, what does it mean to be happy.  Keep philosophers busy for awhile.",Humour
936,6,14,The Banker,Toby,I don't know how I'm going to get through this. I don't want to lie and I DON'T want to tell the truth.,HR
937,6,14,The Banker,Toby,"Well, Eric's just going over some stuff.",HR
938,6,14,The Banker,Toby,"Look, you know, in any company there's going to be certain degrees -",HR
939,6,14,The Banker,Toby,"Michael, this is really inappropriate to talk about.",HR
940,6,15,Sabre,Toby,Looks like we kicked it. ,Logistics
941,6,16,The Manager and the Salesman,Oscar,Sabre has no caps on commissions. He can make a lot more money in sales.,Logistics
942,6,17,The Delivery (Parts 1&2),Angela,Hey. Uh-uh. I cannot control that. You can't put that in here.,Interpersonal
943,6,17,The Delivery (Parts 1&2),Oscar,That's fancy feast. Ultra feast is something they made up so they can pig out together in the name of ceremony.,Humour
944,6,17,The Delivery (Parts 1&2),Oscar,"The hospital provides dictionaries, bring a thesaurus!",Logistics
945,6,17,The Delivery (Parts 1&2),Angela,Have you had a chance to look over the revisions on the contract I've prepared for you?,Logistics
946,6,17,The Delivery (Parts 1&2),Angela,"And now you, two forms of ID, please... Alright, all is in order. I just need your signature... What is it?",Logistics
947,6,19,St. Patrick's Day,Oscar,"In the training manual it says, that there is a minority executive training program in Tallahassee?",Logistics
948,6,19,St. Patrick's Day,Angela,"Yes, I'm anxious to get off work. But let me be clear. It's not to celebrate St Patrick's Day. It's so I can protest St. Patrick's Day.",Personal
949,6,20,New Leads,Angela,"Oh, how the tables have turned. I see you got my e-mail.",Logistics
950,6,20,New Leads,Angela,I'll give you the leads. But you know what? It's going to cost you some clerical work ,Logistics
951,6,20,New Leads,Angela,"It doesn't matter. Fill them out. All of them. Then when you're done, you can watch me shred them.",Logistics
952,6,20,New Leads,Toby,"If we don't patronise the only Syrian restaurant in town, there'll be nothing left but pan pizzas and make-your-own salads.",Opinions
953,6,20,New Leads,Toby,"Does it have to be pizza? Could go for a, falafel?",Opinions
954,6,22,Secretary's Day,Angela,You think I want people remembering I had sensual relations with Andy? It's the kind of thing you wish you could have annulled. I want to throw up just thinking about it.,Personal
955,6,22,Secretary's Day,Angela,You are throwing up for the wrong reasons!,Interpersonal
956,6,22,Secretary's Day,Toby," I don't think this fax is going through. Is there a different... I can just put it through again, you know.",Logistics
957,6,22,Secretary's Day,Toby,"I called Tallahassee. He can ask you not to come in, but he can't dock your pay. That's not legal.",HR
958,6,22,Secretary's Day,Toby,"Yeah, I also learned some interesting things about how they structure...",Logistics
959,6,22,Secretary's Day,Oscar,Sounds like they just got to go home with pay.,Logistics
960,6,22,Secretary's Day,Oscar,Why didn't you do Oscar the Grouch?,Humour
961,6,23,Body Language,Oscar,"Michael's having a hard time with the gender part of Spanish. So I told him to mark everything with the international symbol for gender. And, um...  I should have been more specific.",Personal
962,6,23,Body Language,Oscar,Your office is full of genitalia.,Logistics
963,6,23,Body Language,Oscar,"""That's what he says?""",Humour
964,6,23,Body Language,Angela,I knew it. You should see their baby.,Personal
965,6,23,Body Language,Oscar,I don't see how we could possibly sell these for that little without losing money. Delivery alone will cost...,Logistics
966,6,23,Body Language,Oscar,"Actually, ran the numbers on this, and in this case, it makes more financial sense to gain money.",Logistics
967,6,23,Body Language,Oscar,"Michael, he's right. You are turning into a stalker.",Interpersonal
968,6,23,Body Language,Oscar,"Dwight, we know Kelly applied. We're not gonna cross her. No matter how good the program is.",Logistics
969,6,23,Body Language,Oscar,"It's not a signal. It's just a coincidence. No, it's not even a coincidence. It's just something that happened.",Opinions
970,6,24,The Cover-Up,Oscar,That seems... quick. Even for lesbians.,Humour
971,6,25,The Chump,Toby,This here is a radon test kit.  Okay I will be putting 'em everywhere. And... please don't throw these out.  This is a radon test kit.  Please don't throw these out.  See them all over the office.,Logistics
972,6,25,The Chump,Toby,"Come on, Michael. You're interrupting.",Logistics
973,6,25,The Chump,Oscar,All that does is help you shoot around things. What does Bin Laden...,Humour
974,6,25,The Chump,Angela,Is this the thing where they use an icicle so there's no evidence?,Humour
975,6,25,The Chump,Toby,I don't wanna do this.,Opinions
976,6,25,The Chump,Angela,"Rather than spend all day in court, we've decided to settle our dispute using a mediator. It was an option spelled out in our childrearing contract.",Logistics
977,6,25,The Chump,Angela,Alleged? I'm going to own your farm by the time this is over.,Personal
978,6,25,The Chump,Angela,I'm doing it. You know I am. It's disgusting.,Opinions
979,6,25,The Chump,Angela,He has a 60-acre beet farm that is worth a small fortune.,Personal
980,6,25,The Chump,Angela,"Those lumps are cats, and those cats have names, and those names are Ember, Milky Way, Diane, and Lumpy.",Personal
981,6,26,Whistleblower,Angela,"Oh, did you see this report that the zoo got a baby otter? It's on the same site!",Opinions
982,6,26,Whistleblower,Oscar,"The lawyers are searching our hard drives for information on the leak. Thanks a lot, Big Brother.",Logistics
983,6,26,Whistleblower,Angela,"Everybody knows it was Andy, and it is not fair for us all to take the fall for his big stupid mouth!",Logistics
984,6,26,Whistleblower,Toby,"Oh, wow, this is, uh, just a mystery novel that I've been working on.",Personal
985,6,26,Whistleblower,Toby,Write your own damn novel.,Interpersonal
986,6,26,Whistleblower,Angela,"Okay, well, Nick, we're in a meeting.",Logistics
987,7,1,Nepotism,Angela, I said I didn't want to be on the internet!,Logistics
988,7,1,Nepotism,Toby,"Guys, I think Michael and Luke are related.",Personal
989,7,1,Nepotism,Oscar,"Michael, that's nepotism. Luke is getting special treatment because he's your nephew.",Interpersonal
990,7,1,Nepotism,Oscar,This is hypothetical. We're talking about Luke who happens to be terrible.,Interpersonal
991,7,1,Nepotism,Oscar,"If there's nothing wrong with this, Michael, why have you been keeping it a secret?",Interpersonal
992,7,1,Nepotism,Oscar,"Ah, my favorite part of an ice cream party. The bagel chips.",Humour
993,7,1,Nepotism,Angela,I came down here to feed the feral cats like I usually do and I found something unsavory in the back of your nephew's car.,Humour
994,7,1,Nepotism,Oscar,"Oh sure, those are the expense reports that corporate was waiting for yesterday.",Logistics
995,7,2,Counseling,Toby,"Michael has been assigned six hours of mandatory counseling with a trained professional. I actually have a degree in social work. I mean, I know a lot of people would ask a few standard questions, and check off a few boxes, but I've got a chance to do some good here.",Personal
996,7,2,Counseling,Toby,We can do this with more privacy.,Opinions
997,7,2,Counseling,Toby,"I'd like you to imagine a place where you feel very peaceful. For me, it's the walk from the yogurt shop to my car after I drop my daughter off on Sunday afternoons.",Personal
998,7,2,Counseling,Toby,Uh... what was your favorite flavor of...,Opinions
999,7,2,Counseling,Toby,"Ok, I can't count the hour if you don't talk.",Interpersonal
1000,7,2,Counseling,Toby,"Michael, it's up to me to check off the boxes, and I can't do that unless I honestly...",Interpersonal
1001,7,2,Counseling,Toby,I think we might be about to maybe really get somewhere.,Opinions
1002,7,2,Counseling,Oscar,Office Administrator. So when did this happen?,Logistics
1003,7,2,Counseling,Oscar,Maybe something not so monochromatic. Not so matching.,Interpersonal
1004,7,2,Counseling,Toby,Come on Michael. Those are all fake stories.,Interpersonal
1005,7,2,Counseling,Toby,"You know what Michael? You're right. You win. This is pointless. We're not getting anywhere. I got a bunch of fun stuff, in case my daughter ever comes over. Why don't we just run out the clock by playing games, drawing some pictures, talking?",Personal
1006,7,2,Counseling,Toby,We can play something more complicated if you like.,Logistics
1007,7,2,Counseling,Toby,So you have played it before?,Personal
1008,7,2,Counseling,Toby,"So, her husband, your stepdad?",Personal
1009,7,2,Counseling,Toby,Did you guys do much stuff together?,Personal
1010,7,2,Counseling,Toby,Its really sad that your dog ran away. Why did it keep you from going to the park?,Personal
1011,7,2,Counseling,Toby,"It's very important for you to be liked, isn't it?",Interpersonal
1012,7,2,Counseling,Toby,I'm just trying to help you Michael.,Interpersonal
1013,7,2,Counseling,Toby, Just fill them out any way you want.,Logistics
1014,7,2,Counseling,Toby,I'll have Erin fax them back to corporate.,Logistics
1015,7,2,Counseling,Toby,You filled them in and faxed them yourself!,Logistics
1016,7,2,Counseling,Toby,Unless part of you made that mistake on purpose.,Logistics
1017,7,3,Andy's Play,Angela,"Listen, I would like you to take me to Andy's play tonight.",Interpersonal
1018,7,3,Andy's Play,Angela,"No. If you want to punch the punch card, you have to take me to the show.",Interpersonal
1019,7,3,Andy's Play,Angela,"Well, there's a lot of gray area in that clause. Do you want to re-mediate?",Interpersonal
1020,7,3,Andy's Play,Angela,"Dwight and I have a contractual agreement to procreate five times, plain and simple. And should he develop feelings for me, well, that would be permissible under item 7C, clause 2, so I would not object. ",Interpersonal
1021,7,3,Andy's Play,Angela, Ugh! There's gum on the seat and now it's on my work skirt. I have to go change.,Opinions
1022,7,3,Andy's Play,Angela,These are just my dirty old gardening clothes. They were all that I had in my car.,Personal
1023,7,4,s*x Ed,Oscar,"Andy, the reason it seems more recent is because many of us here have never stood up and asked for everyone's attention, and it seems like you've done it on several occasions.",Interpersonal
1024,7,4,s*x Ed,Jan," ...to accommodate the, uh, suppliers.  Gentlemen! Nice to see you, it'll be just a moment. If you could show them into Conference Room B.  The pharmaceutical aspects should be able to...",Logistics
1025,7,4,s*x Ed,Jan,"How do I do it? Raise my daughter, work as director of office purchasing for this hospital and release an album of Dorris Day covers on my own label? If I knew I'd tell you.",Personal
1026,7,4,s*x Ed,Jan,"Yeah I'm really happy. Me and Astrid against the world.  We're loving it, yeah. I'm kind of a supermom.",Personal
1027,7,4,s*x Ed,Jan,Yeah.  Fry it up in a pan. Never never never let you forget...  I love that commercial.,Humour
1028,7,4,s*x Ed,Jan,"Well, Michael, it was nice to get your call.",Interpersonal
1029,7,4,s*x Ed,Jan,Are you gonna keep me in suspense? ,Interpersonal
1030,7,4,s*x Ed,Jan,"No, so what couldn't wait?",Interpersonal
1031,7,4,s*x Ed,Jan,"Michael Scott, you are here for a post mortem.",Interpersonal
1032,7,4,s*x Ed,Jan,"You wanna dig into our relationship, go over it, see what killed it. Ok, I'm in.",Interpersonal
1033,7,4,s*x Ed,Jan,No! In the beginning we were not good.,Interpersonal
1034,7,4,s*x Ed,Jan,Well if there's anything exciting about it it's because we both knew it was wrong!,Interpersonal
1035,7,4,s*x Ed,Jan,"No, ok. Imagine there's a princess, who falls for a guy beneath her station, and the queen doesn't like this at all. And the princess knows that the queen doesn't like it so it just makes her wanna do it all the more just to get at the queen!",Humour
1036,7,4,s*x Ed,Jan,"No I'm the princess, and the queen.",Humour
1037,7,4,s*x Ed,Jan,"You might have learned shapes, or blocks, or clocks, or colors. Or you might have learned that we're all, sisters and brothers.",Humour
1038,7,5,The Sting,Oscar,"I love cycling. Andy, I feel like a tourist in my own city. I literally can't wait to wake up every morning.",Personal
1039,7,5,The Sting,Oscar,"No, Meredith, that's not his actual bicycle, but it is the same exact model he uses.",Humour
1040,7,5,The Sting,Oscar,"It's hard to judge ourselves accurately, isn't it.",Opinions
1041,7,6,Costume Contest,Oscar,"So what kind of statement are you making with that costume, Kevin?",Interpersonal
1042,7,6,Costume Contest,Oscar,"Everyone realizes that this coupon book isn't actually worth fifteen thousand dollars, right? You'd have to spend two hundred thousand dollars on crap you don't actually need to get fifteen thousand dollars worth of benefits. I'm not the only one who sees this, right?",Interpersonal
1043,7,6,Costume Contest,Angela,"KELLY! You cannot change costumes in the middle of the day! Pam, she's out.",Interpersonal
1044,7,6,Costume Contest,Oscar,Guys? You're arguing over a one in sixteen chance. Over a prize worth... forty bucks.,Interpersonal
1045,7,6,Costume Contest,Angela,"This is an amazing prize. I mean, I don't even want to give Pam a compliment, because she's so blegh, but she did a good job. I really want that coupon book.",Interpersonal
1046,7,6,Costume Contest,Oscar,I guess you could say I'm still in costume. I'm a rational consumer.,Humour
1047,7,6,Costume Contest,Oscar,Stupid coupon booklet. Have you seen my costume? I'm a rational consumer.,Humour
1048,7,6,Costume Contest,Angela,"I don't like your tone! Look, they were sold out of all the other costumes, okay? I think we all live in the real world, here. Let's not pretend to be unaware of what sells in this office.",Interpersonal
1049,7,7,Christening,Angela,Jim. Pam.  And the precious bundle of God's gift to everything.  I wish you both a pleasant day.  And you too. Yes. Praise God. Ok.,Humour
1050,7,7,Christening,Toby,"Sunday church service... it's been a few years. The Big Guy and I, we got some catching up to do.",Personal
1051,7,7,Christening,Toby," Okay, this is, all right, this is silly.   Nope, nope, nope, nope, nope, nope, nope, nope, nope, nope, nope...",Opinions
1052,7,7,Christening,Angela,Jesus is not your caterer.  But he should be your caterer 'cause you're a little angel. Why didn't your parents get you a caterer?  They don't think.,Humour
1053,7,7,Christening,Oscar,Why do we have to do something together? I volunteer at a clinic on my own time.,Logistics
1054,7,8,Viewing Party,Angela,"Just say copies, why do you have to drag cats into this.",Interpersonal
1055,7,8,Viewing Party,Oscar, That one! She's been in a couple episodes of Friday Night...,Opinions
1056,7,8,Viewing Party,Oscar,"You know what? I didn't read the rules, I didn't know the rules. There, it's on. I didn't read the rule book.",Logistics
1057,7,8,Viewing Party,Oscar,This is why Erin! We're living it! Start recording now!,Interpersonal
1058,7,8,Viewing Party,Angela,Are you authorized to do this?,Logistics
1059,7,8,Viewing Party,Angela,"Ok, uhm, then tell him that we'll do this tomorrow night instead.",Logistics
1060,7,8,Viewing Party,Angela,"Wait Pam! How did he seem? Like, you know, did he seem disappointed?",Interpersonal
1061,7,9,WUPHF.com,Angela,"You met your commission cap last week. So from here until the end of the fiscal year, your commission will be zero.",Logistics
1062,7,9,WUPHF.com,Angela,It's a new corporate policy.,HR
1063,7,9,WUPHF.com,Oscar,"Did you ever think of WUPHF as an emergency notification system, like, for college campuses with shooters or gas leaks?",Logistics
1064,7,9,WUPHF.com,Oscar,"Sure, how long can you sustain this without a cash infusion?",Logistics
1065,7,9,WUPHF.com,Angela,"Yeah, instead of Hay Place, it should be pay place.  Don't laugh at me.",Humour
1066,7,9,WUPHF.com,Angela,"Mm. Yeah, so we can celebrate Thanksgiving-Me-Your-Money Day. ",Humour
1067,7,9,WUPHF.com,Angela,"You would. And if I were to call your house and ask for your wife, would I get through to you?",Personal
1068,7,10,China,Oscar,"Actually, that's not true. I know the figure you're referring to, and it's a projection of fifteen years from now.",Opinions
1069,7,10,China,Oscar,"Michael, China's agrarian. Urbanizing fast? You bet 'cha, but still agrarian.",Opinions
1070,7,10,China,Oscar,Guys its not worth it really. Guys this is not worth our time.,Interpersonal
1071,7,10,China,Oscar,Great. I was wrong. I'm wrong. Is everyone happy?,Interpersonal
1072,7,10,China,Oscar,"He's... he's not smarter than me, he was just right about one thing.",Interpersonal
1073,7,10,China,Oscar,I was thinking about some of the stuff you said earlier about China.,Opinions
1074,7,10,China,Oscar,"Michael, the reason I asked you down here for this chat is that I've been thinking that your fears about China are a bit exaggerated.",Interpersonal
1075,7,10,China,Oscar,"Actually, we're in a mild recession right now. I'll give you that, but people use China as the boogie man for all their problems. In the nineteen eighties, it was Japan.",Opinions
1076,7,10,China,Oscar,Do you really think that manufacturing is a relevant indicator of where the world economy's heading in 2011? Do you know the comparative expansion of say the information sector? I'd say that's far more relevant. Wouldn't you?,Logistics
1077,7,10,China,Oscar,"Michael, I am so happy that we were able to have this little chat.",Logistics
1078,7,11,Classy Christmas (Parts 1&2),Oscar,Here's a question nobody's asking: Is this worth it?,Opinions
1079,7,11,Classy Christmas (Parts 1&2),Angela,I wouldn't subject Robert to that. He's a very busy senator.,Personal
1080,7,11,Classy Christmas (Parts 1&2),Angela,I would not expect you to know what it's like to date someone in the public arena.,Personal
1081,7,11,Classy Christmas (Parts 1&2),Angela,We went to a picnic thrown by the Comptroller's wife.,Personal
1082,7,11,Classy Christmas (Parts 1&2),Angela,"Do you have any idea how many photographers there are at a ribbon-cutting ceremony. I do. Two. ""Angela...""  ""over here, Angela...""  ""here. Look here!""",Personal
