season,episode,title,scene,speaker,line,Unnamed: 6
3,6,Diwali,1461,Angela,I find this incredibly offensive.,
3,6,Diwali,1461,Angela,"Well, whatever Kelly wants to do in her own house is fine but we shouldn't all be subjected to it.",
3,6,Diwali,1461,Toby,"Actually, she's right. This isn't appropriate. Why don't I take these.",
3,6,Diwali,1468,Angela,I'm a vegetarian. What can I eat?,
3,7,Branch Closing,1494,Jan,I am here to tell you that we are closing the Scranton branch.,
3,7,Branch Closing,1494,Jan,The board voted last night to close your branch.,
3,7,Branch Closing,1494,Jan,"I'm very sorry. I don't relish telling you this. You've been a big part of this company, and the board asked me to thank you for your years of service.",
3,7,Branch Closing,1494,Jan,"A small number of people will be transferred to the Stamford branch, and the rest will be getting severance packages.",
3,7,Branch Closing,1494,Jan,"Well, we haven't made final decisions about personnel yet. But you're a severance package person.",
3,7,Branch Closing,1494,Jan,"Well, it's not all about numbers, Michael.",
3,7,Branch Closing,1494,Jan,Our CFO believes that Josh is going to play an important role in our company's future.,
3,7,Branch Closing,1501,Toby,"Michael, uh... we shouldn't be talking about this until all the decisions have been made.",
3,7,Branch Closing,1501,Toby,Jan told me just a few minutes before she told you.,
3,7,Branch Closing,1501,Angela,"What about us, Michael? Do we still have jobs?",
3,7,Branch Closing,1503,Angela,I don't want to blame anyone in particular. I think everyone's to blame.,
3,7,Branch Closing,1517,Jan,"Oh, good. You're both here. Ready to talk logistics?",
3,7,Branch Closing,1521,Jan,"So, Josh will be running what is now called Dunder-Mifflin ,Northeast, which is all the offices north of Stamford. And Jim, fi you want the job, you'll be his number two.",
3,7,Branch Closing,1521,Jan,You leveraged your new position with us into another offer?,
3,7,Branch Closing,1521,Jan,"Damn it, Josh. This whole restructuring thing was based around keeping you. I...",
3,7,Branch Closing,1523,Jan,"So... we are still scrambling here. But uh, it looks like Scranton is going to absorb Stamford.",
3,7,Branch Closing,1523,Jan,"And I know that you just left there a couple of months ago, but we would like to offer you the number two position at that branch.",
3,7,Branch Closing,1523,Jan,"Ah. Well, please think about it. And call me. We will do whatever we can to get you to stay.",
3,7,Branch Closing,1526,Jan,"Ah, god. Okay. You know what everybody? I'm sure there is a better way to do this but I've drive something like 400 miles today and I'm completely exhausted so I'm just gonna tell you. Your branch is not closing; Stamford is closing. Um, for the time being, it seems that all your jobs are safe.",
3,7,Branch Closing,1529,Jan,"Well, reasons are not important. Would you just call him, please? Wherever he is... and tell him.",
3,7,Branch Closing,1541,Toby,"Well for a minute there, I saw myself selling my house, moving to Costa Rica, learning how to surf. But, Costa Rica will still be there. When I'm 65.",
3,8,The Merger,1563,Toby,"Hey, this came with the Stamford book.  Can you take care of it?",
3,8,The Merger,1592,Angela,Maybe that's because some people treat it like their own private Hooters strip club.,
3,8,The Merger,1597,Jan,Did you fire Tony Gardner when he was trying to quit?,
3,8,The Merger,1597,Jan,"Do you realize, Michael, that we now have to pay him severance?",
3,8,The Merger,1597,Jan,He's the only one who has worked with both groups. I sent you a memo about this.,
3,9,The Convict,1606,Angela,"Look, we have a rebate from... the Federal Work Opportunity Program and no one knows what that means.",
3,9,The Convict,1606,Jan,We get that money for hiring an ex-convict.,
3,9,The Convict,1606,Jan,"Okay, that's when the branches merged, so Josh must have been taking advantage of this program. Smart move.",
3,9,The Convict,1606,Angela,One of the Stamford people is a criminal?,
3,9,The Convict,1606,Angela,"Jan, which one of the new employees is a criminal?",
3,9,The Convict,1606,Jan,"Uh, reformed convict, and, uh, I'm not sure. Though hang on, let me email our HR, stay on the line.",
3,9,The Convict,1606,Jan,...Okay it's someone named Martin Nash.,
3,9,The Convict,1608,Angela,"Sure. Let's protect the convicts. At the expense of the general feeling of safety in the workplace. As a 90-pound female that sits in an ill-lit, rarely-visited corner of the office, naturally I agree with that.",
3,9,The Convict,1632,Toby,"Well, you're going to have to let 'em out. Or... or I will.",
3,9,The Convict,1632,Toby,"You know they're teasing you. I mean... obviously, this is... a much nicer place than an actual prison. We get paid to be here. We go home afterwards and have social lives. We have... we have parties here. They're teasing you. To be funny.",
3,10,A Benihana Christmas (Parts 1&2),1650,Angela,"These are all terrible ideas and none of them are on the theme of ""A Nutcracker Christmas."" I think you should leave.",
3,10,A Benihana Christmas (Parts 1&2),1650,Angela,"You tried this out, and it's clearly not for you. It's time to go. Come on.  Please.  Thank you. OK, thank you very much. ",
3,10,A Benihana Christmas (Parts 1&2),1656,Angela," What is that?  The ""Committee to Plan Parties invites you to a margarita-karaoke Christmas?"" There's no such thing as the ""Committee to Plan Parties.""",
3,10,A Benihana Christmas (Parts 1&2),1656,Angela,"No, that is not a party. There's only one party and it's hosted by the Party PLANNING Committee and it starts at three o'clock.",
3,10,A Benihana Christmas (Parts 1&2),1665,Angela,"Pam, don't tell her what to do! Phyllis.",
3,10,A Benihana Christmas (Parts 1&2),1671,Angela,I have a very important announcement to make... about... your paychecks. Umm... Your paychecks will be arriving as scheduled on Friday. And they will be in the correct amount that they are normally in... Please stand by for a very important announcement... refer.. for further regarding your paycheck! ,
3,10,A Benihana Christmas (Parts 1&2),1672,Angela," Also, I would like to inform you that, um, as a special treat, my party will be starting early. In fact, it will be starting right now ",
3,10,A Benihana Christmas (Parts 1&2),1676,Angela,"I don't back down. My sister and I used to be best friends, and we haven't talked in 16 years. Over some disagreement, I don't even remember. So... yeah. I'm pretty good.",
3,10,A Benihana Christmas (Parts 1&2),1690,Angela,I'm not sure. Does your karaoke machine have Christmas songs?,
3,10,A Benihana Christmas (Parts 1&2),1702,Angela," Little baby, parum pum pum pum. I am a poor boy too, parum pum pum pum. I have no gift to bring, parum pum pum pum. That's fit to give our King, parum pum pum pum..",
3,12,Back from Vacation,1725,Toby,"Wish it were true, but it, it uh, seems from that photo that you took, you've entered into an intimate relationship.",
3,12,Back from Vacation,1725,Toby,"Michael, nine different people emailed me that photo, including my ex-wife... we don't talk now.",
3,12,Back from Vacation,1725,Toby,"You know, for your own protection, you should disclose the relationship to HR.",
3,12,Back from Vacation,1725,Toby,"All right, if you're having a relationship with your superior, you must disclose it.",
3,12,Back from Vacation,1726,Angela,"OK, we only have three hours people to plan a whole luau, and you're not helping.",
3,12,Back from Vacation,1737,Jan,I was in Scottsdale visiting my sister.,
3,12,Back from Vacation,1737,Jan,"Very sunny. Family's important. Michael, I would like to speak with you, in your office.",
3,12,Back from Vacation,1738,Jan,"In the last year, I've gone through a divorce, an identity theft, a husband who would not... communicate. This is nether here or there. My psychiatrist thinks that I have some self-destructive tendencies and that for once, I should indulge them. You following me?",
3,12,Back from Vacation,1738,Jan,"I think I owe it to myself to find some kind of happiness, you know? I mean, even, even if it means... lowering my expectations or, or redefining the word, itself.",
3,12,Back from Vacation,1738,Jan,"This is the kind of thing, you know? I am... attracted to you. I, I don't know why, I... but, I am. And, I need to follow my instincts. At least that's what Dr. Perry thinks.",
3,12,Back from Vacation,1738,Jan,"This is the point, OK? You're wrong for me. In... In... every way. But I still find myself wanting to... be with you.",
3,12,Back from Vacation,1738,Jan,"Wait 15 minutes, find an excuse, and meet me at your condo.",
3,13,Traveling Salesmen,1761,Angela,This friend of mine - let's call her Noelle - she missed this deadline turning something in to Corporate in New York. But then this gallant gentleman - we'll call him Kurt - he drove all the way to New York and handed it in for her. That's... I don't know. I guess he really just likes her a lot.,
3,13,Traveling Salesmen,1773,Angela,That's great Pam. I like having these little moments with you. You know what? Sprinkles recently had kittens.,
3,13,Traveling Salesmen,1773,Angela,I would like to offer you the dominant male. His name is Ash.,
3,13,Traveling Salesmen,1778,Jan,"Dwight's name is on the security sign-in sheet, but I don't know who he met with. And where it asks to state your business, he wrote ""Beeswax. Not yours, Inc.""",
3,13,Traveling Salesmen,1782,Angela,"How is going to be ok, Dwight? Everyone will know our business.",
3,13,Traveling Salesmen,1782,Angela,I hate those two people more than anything in the entire world.,
3,13,Traveling Salesmen,1788,Angela,"Dwight, from sales, was one of the most honorable and efficient employees this company has ever had.",
3,14,The Return,1804,Angela,Oscar? I have a question. Would you like to join the party planning committee?,
3,14,The Return,1804,Angela,No. No. Certain events have transpired. And I've thought about certain things. And I'm sorry for the way those certain events transpired.  And I would just like to make some changes about certain things and certain situations.,
3,14,The Return,1808,Oscar,I really have no preference. We don't even have to have a party.,
3,14,The Return,1808,Oscar,Why don't you have me riding in on a donkey into the office like Pepe.,
3,14,The Return,1824,Angela,"I wanted to let you know that Dwight was late that morning because he was driving to New York to drop off the correlated documents that I forgot to send. Though to be fair, Kevin never reminded me.",
3,15,Ben Franklin,1853,Angela,Under no circumstance should a man strip off his clothes in this office.,
3,15,Ben Franklin,1860,Angela,Sparkling cider is very good.,
3,15,Ben Franklin,1876,Jan," Michael, I left a meeting. What is so urgent? Are you, are you okay?",
3,15,Ben Franklin,1876,Jan,You went to a bachelor party at work?,
3,16,Phyllis' Wedding,1909,Angela,"Congratulations, Phyllis. You look lovely. Your dress is very white. So white, my eyes are burning.",
3,17,Business School,1950,Toby,The simple solution would be to open a window... if we had... windows that could open.,
3,17,Business School,1957,Toby,"Oh, this looks great. I'd, I'd love to be there, but my daughter's play is tonight. ... Damnit! You know, one of the other parents will probably videotape it.",
3,17,Business School,1957,Toby,"Well, it's important to support local art, you know. And what they do is not art.",
3,17,Business School,1973,Oscar,"Well, those aren't Pam's strong points.",
3,18,Cocktails,1985,Jan,"Hi, Dwight. Ok, Michael, take me off speaker phone.",
3,18,Cocktails,1985,Jan,...and just like rip into each other like we did on that black sand beach in Jamaica.,
3,18,Cocktails,1996,Jan,"I'm sure that it's catered. I need you to sign these, Michael. It's a waver of some of your rights. You should read it carefully. It releases the company in the event that our relationship, in your opinion or in reality, interferes with work. You get a copy, I get a copy, and a third copy goes to HR.",
3,18,Cocktails,1996,Jan,You realize this is a legal document that says you can't sue the company.,
3,18,Cocktails,1997,Jan,"I am taking a calculated risk. What's the upside? I overcome my nausea, fall deeply in love, babies, normalcy, no more self loathing. Downside? I, uh, date Michael Scott publicly and collapse in on myself like a dying star.",
3,18,Cocktails,1998,Jan,"What's this over the ""i""?",
3,18,Cocktails,1999,Jan,Why is this so hard? That's what she said. Oh my God. What am I saying?,
