season,episode,title,scene,speaker,line,Unnamed: 6
6,9,Double Date,4402,Toby,"Pam, can I talk to you for a second?",
6,9,Double Date,4402,Toby,"I heard about the hit. Just-- make sure it's off company property, right?",
6,9,Double Date,4402,Toby,"Okay, I think we should probably be okay.",
6,9,Double Date,4402,Toby,Okay. And-- the-the power-- comes from the back foot. So its-- its all one motion through the-- body. So you stay a little low and there's a twist. You keep your shoulder down and you kind of throw out the arm.  Pow!,
6,9,Double Date,4403,Oscar,It's not a fight. What other outcome could there be?,
6,10,Murder,4413,Oscar,"I found the article.  ""On a day marked by panicked corporate board meetings, one that is relatively not surprising is Dunder Mifflin's. It is rumored that they will recommend... "" and the article cuts off.",
6,10,Murder,4413,Oscar,"Not necessarily, bankruptcy could mean a lot of things. Maybe they're just restructuring to get out of debt.",
6,10,Murder,4413,Oscar,Or it could mean the end of Dunder Mifflin.,
6,10,Murder,4427,Angela,"Michael, I don't like this game. It's scary.",
6,10,Murder,4427,Angela,"Voodoo Mama Juju, the witch doctor of the Savannah swamps. I'm not comfortable with this. ",
6,10,Murder,4428,Oscar,"It's my blackberry Michael, I am trying to get updates on the company.",
6,10,Murder,4435,Angela,"It's not my fault, I was exposed to Harry Potter.",
6,10,Murder,4439,Oscar,"I just got an email from corporate, specifically for Accounting to stop all payments to our vendors.",
6,10,Murder,4439,Oscar,"Well, maybe nothing but it could mean a problem with liquidity-",
6,10,Murder,4439,Oscar," This plantation, we're running low on greenbacks. We're having problems paying the people who give us the seeds and the dirt. We can't pay...  - Michael, I can't - Basically it could mean a lot of things, but it is unprecedented, so it's cause for concern.",
6,10,Murder,4441,Angela,"Hey everyone, Kevin's going to give us his take on the situation. Let's listen up.",
6,11,Shareholder Meeting,4475,Oscar,The long term problem is bad investments that they need to dump. The short term problem is the company has no cash and there's no where to get it.,
6,11,Shareholder Meeting,4477,Oscar,This is so typical of management to spend money on this. Ugh. Bunch of boobs.,
6,11,Shareholder Meeting,4478,Oscar,"The Dunder Mifflin stock symbol is DMI. Do you know what that stands for? Dummies, morons and idiots. Because that's what you'd have to be to own it. And, as one of those idiots, I believe the board owes me answers.",
6,11,Shareholder Meeting,4486,Oscar,"Can you believe this? The money they spent on this convention hall.  Excuse me, miss. I just want to take the stupid board of directors by their necks. This is so simple.",
6,11,Shareholder Meeting,4486,Oscar,"Oh, what a great idea and lose my job. No thank you.",
6,11,Shareholder Meeting,4493,Oscar,These questions are bush league.,
6,11,Shareholder Meeting,4503,Oscar,"I feel, as does Mr. Scott, that we are in the best of hands. Capable hands.",
6,11,Shareholder Meeting,4503,Oscar,I think this has gone very well and I thank you.,
6,11,Shareholder Meeting,4503,Oscar,"Michael, I didn't ask to come up here.",
6,12,Scott's Tots,4528,Angela,"To my tally, you just won back your own parking spot, a vacation day, and a nice, tidy quarter of $1,000 from all of us.",
6,13,Secret Santa,4567,Toby,"Wow Michael, like this must be obvious how wrong this is.",
6,13,Secret Santa,4567,Toby,"You can't,  Ow. Look, you cannot push religion.",
6,13,Secret Santa,4571,Angela,It's fabric! I really wanted this.,
6,13,Secret Santa,4574,Angela,Are you serious? This is so offensive.,
6,14,The Banker,4599,Toby,"What are, are you doing at my desk?",
6,14,The Banker,4599,Toby,"Come on, Dwight. Get out of here.",
6,14,The Banker,4599,Toby,"Sorry. Hey, Toby Flenderson. Nice to meet you. How can I help?",
6,14,The Banker,4600,Toby,"You know, uh, what does it mean to be happy.  Keep philosophers busy for awhile.",
6,14,The Banker,4602,Toby,I don't know how I'm going to get through this. I don't want to lie and I DON'T want to tell the truth.,
6,14,The Banker,4603,Toby,"Well, Eric's just going over some stuff.",
6,14,The Banker,4603,Toby,"Look, you know, in any company there's going to be certain degrees -",
6,14,The Banker,4606,Toby,"Michael, this is really inappropriate to talk about.",
6,15,Sabre,4630,Toby,Looks like we kicked it. ,
6,16,The Manager and the Salesman,4671,Oscar,Sabre has no caps on commissions. He can make a lot more money in sales.,
6,17,The Delivery (Parts 1&2),4713,Angela,Hey. Uh-uh. I cannot control that. You can't put that in here.,
6,17,The Delivery (Parts 1&2),4715,Oscar,That's fancy feast. Ultra feast is something they made up so they can pig out together in the name of ceremony.,
6,17,The Delivery (Parts 1&2),4718,Oscar,"The hospital provides dictionaries, bring a thesaurus!",
6,17,The Delivery (Parts 1&2),4754,Angela,Have you had a chance to look over the revisions on the contract I've prepared for you?,
6,17,The Delivery (Parts 1&2),4765,Angela,"And now you, two forms of ID, please... Alright, all is in order. I just need your signature... What is it?",
6,19,St. Patrick's Day,4782,Oscar,"In the training manual it says, that there is a minority executive training program in Tallahassee?",
6,19,St. Patrick's Day,4803,Angela,"Yes, I'm anxious to get off work. But let me be clear. It's not to celebrate St Patrick's Day. It's so I can protest St. Patrick's Day.",
6,20,New Leads,4824,Angela,"Oh, how the tables have turned. I see you got my e-mail.",
6,20,New Leads,4824,Angela,I'll give you the leads. But you know what? It's going to cost you some clerical work ,
6,20,New Leads,4824,Angela,"It doesn't matter. Fill them out. All of them. Then when you're done, you can watch me shred them.",
6,20,New Leads,4833,Toby,"If we don't patronise the only Syrian restaurant in town, there'll be nothing left but pan pizzas and make-your-own salads.",
6,20,New Leads,4835,Toby,"Does it have to be pizza? Could go for a, falafel?",
6,22,Secretary's Day,4924,Angela,You think I want people remembering I had sensual relations with Andy? It's the kind of thing you wish you could have annulled. I want to throw up just thinking about it.,
6,22,Secretary's Day,4924,Angela,You are throwing up for the wrong reasons!,
6,22,Secretary's Day,4924,Toby," I don't think this fax is going through. Is there a different... I can just put it through again, you know.",
6,22,Secretary's Day,4927,Toby,"I called Tallahassee. He can ask you not to come in, but he can't dock your pay. That's not legal.",
6,22,Secretary's Day,4927,Toby,"Yeah, I also learned some interesting things about how they structure...",
6,22,Secretary's Day,4929,Oscar,Sounds like they just got to go home with pay.,
6,22,Secretary's Day,4934,Oscar,Why didn't you do Oscar the Grouch?,
6,23,Body Language,4940,Oscar,"Michael's having a hard time with the gender part of Spanish. So I told him to mark everything with the international symbol for gender. And, um...  I should have been more specific.",
6,23,Body Language,4941,Oscar,Your office is full of genitalia.,
6,23,Body Language,4941,Oscar,"""That's what he says?""",
6,23,Body Language,4946,Angela,I knew it. You should see their baby.,
6,23,Body Language,4961,Oscar,I don't see how we could possibly sell these for that little without losing money. Delivery alone will cost...,
6,23,Body Language,4961,Oscar,"Actually, ran the numbers on this, and in this case, it makes more financial sense to gain money.",
6,23,Body Language,4966,Oscar,"Michael, he's right. You are turning into a stalker.",
6,23,Body Language,4974,Oscar,"Dwight, we know Kelly applied. We're not gonna cross her. No matter how good the program is.",
6,23,Body Language,4976,Oscar,"It's not a signal. It's just a coincidence. No, it's not even a coincidence. It's just something that happened.",
6,24,The Cover-Up,4990,Oscar,That seems... quick. Even for lesbians.,
6,25,The Chump,5027,Toby,This here is a radon test kit.  Okay I will be putting 'em everywhere. And... please don't throw these out.  This is a radon test kit.  Please don't throw these out.  See them all over the office.,
6,25,The Chump,5029,Toby,"Come on, Michael. You're interrupting.",
6,25,The Chump,5029,Oscar,All that does is help you shoot around things. What does Bin Laden...,
6,25,The Chump,5029,Angela,Is this the thing where they use an icicle so there's no evidence?,
6,25,The Chump,5029,Toby,I don't wanna do this.,
6,25,The Chump,5034,Angela,"Rather than spend all day in court, we've decided to settle our dispute using a mediator. It was an option spelled out in our childrearing contract.",
6,25,The Chump,5034,Angela,Alleged? I'm going to own your farm by the time this is over.,
6,25,The Chump,5035,Angela,I'm doing it. You know I am. It's disgusting.,
6,25,The Chump,5050,Angela,He has a 60-acre beet farm that is worth a small fortune.,
6,25,The Chump,5052,Angela,"Those lumps are cats, and those cats have names, and those names are Ember, Milky Way, Diane, and Lumpy.",
6,26,Whistleblower,5071,Angela,"Oh, did you see this report that the zoo got a baby otter? It's on the same site!",
6,26,Whistleblower,5078,Oscar,"The lawyers are searching our hard drives for information on the leak. Thanks a lot, Big Brother.",
6,26,Whistleblower,5079,Angela,"Everybody knows it was Andy, and it is not fair for us all to take the fall for his big stupid mouth!",
6,26,Whistleblower,5084,Toby,"Oh, wow, this is, uh, just a mystery novel that I've been working on.",
6,26,Whistleblower,5085,Toby,Write your own damn novel.,
6,26,Whistleblower,5105,Angela,"Okay, well, Nick, we're in a meeting.",
7,1,Nepotism,5113,Angela, I said I didn't want to be on the internet!,
7,1,Nepotism,5133,Toby,"Guys, I think Michael and Luke are related.",
7,1,Nepotism,5133,Oscar,"Michael, that's nepotism. Luke is getting special treatment because he's your nephew.",
7,1,Nepotism,5135,Oscar,This is hypothetical. We're talking about Luke who happens to be terrible.,
7,1,Nepotism,5135,Oscar,"If there's nothing wrong with this, Michael, why have you been keeping it a secret?",
7,1,Nepotism,5135,Oscar,"Ah, my favorite part of an ice cream party. The bagel chips.",
7,1,Nepotism,5138,Angela,I came down here to feed the feral cats like I usually do and I found something unsavory in the back of your nephew's car.,
7,1,Nepotism,5138,Oscar,"Oh sure, those are the expense reports that corporate was waiting for yesterday.",
7,2,Counseling,5155,Toby,"Michael has been assigned six hours of mandatory counseling with a trained professional. I actually have a degree in social work. I mean, I know a lot of people would ask a few standard questions, and check off a few boxes, but I've got a chance to do some good here.",
7,2,Counseling,5156,Toby,We can do this with more privacy.,
7,2,Counseling,5158,Toby,"I'd like you to imagine a place where you feel very peaceful. For me, it's the walk from the yogurt shop to my car after I drop my daughter off on Sunday afternoons.",
7,2,Counseling,5166,Toby,Uh... what was your favorite flavor of...,
7,2,Counseling,5166,Toby,"Ok, I can't count the hour if you don't talk.",
7,2,Counseling,5166,Toby,"Michael, it's up to me to check off the boxes, and I can't do that unless I honestly...",
7,2,Counseling,5167,Toby,I think we might be about to maybe really get somewhere.,
7,2,Counseling,5173,Oscar,Office Administrator. So when did this happen?,
7,2,Counseling,5174,Oscar,Maybe something not so monochromatic. Not so matching.,
7,2,Counseling,5175,Toby,Come on Michael. Those are all fake stories.,
7,2,Counseling,5177,Toby,"You know what Michael? You're right. You win. This is pointless. We're not getting anywhere. I got a bunch of fun stuff, in case my daughter ever comes over. Why don't we just run out the clock by playing games, drawing some pictures, talking?",
7,2,Counseling,5180,Toby,We can play something more complicated if you like.,
7,2,Counseling,5180,Toby,So you have played it before?,
7,2,Counseling,5180,Toby,"So, her husband, your stepdad?",
7,2,Counseling,5180,Toby,Did you guys do much stuff together?,
7,2,Counseling,5183,Toby,Its really sad that your dog ran away. Why did it keep you from going to the park?,
7,2,Counseling,5183,Toby,"It's very important for you to be liked, isn't it?",
7,2,Counseling,5183,Toby,I'm just trying to help you Michael.,
7,2,Counseling,5183,Toby, Just fill them out any way you want.,
7,2,Counseling,5183,Toby,I'll have Erin fax them back to corporate.,
7,2,Counseling,5191,Toby,You filled them in and faxed them yourself!,
7,2,Counseling,5191,Toby,Unless part of you made that mistake on purpose.,
7,3,Andy's Play,5201,Angela,"Listen, I would like you to take me to Andy's play tonight.",
7,3,Andy's Play,5203,Angela,"No. If you want to punch the punch card, you have to take me to the show.",
7,3,Andy's Play,5203,Angela,"Well, there's a lot of gray area in that clause. Do you want to re-mediate?",
7,3,Andy's Play,5204,Angela,"Dwight and I have a contractual agreement to procreate five times, plain and simple. And should he develop feelings for me, well, that would be permissible under item 7C, clause 2, so I would not object. ",
7,3,Andy's Play,5212,Angela, Ugh! There's gum on the seat and now it's on my work skirt. I have to go change.,
7,3,Andy's Play,5215,Angela,These are just my dirty old gardening clothes. They were all that I had in my car.,
7,4,s*x Ed,5248,Oscar,"Andy, the reason it seems more recent is because many of us here have never stood up and asked for everyone's attention, and it seems like you've done it on several occasions.",
7,4,s*x Ed,5252,Jan," ...to accommodate the, uh, suppliers.  Gentlemen! Nice to see you, it'll be just a moment. If you could show them into Conference Room B.  The pharmaceutical aspects should be able to...",
7,4,s*x Ed,5253,Jan,"How do I do it? Raise my daughter, work as director of office purchasing for this hospital and release an album of Dorris Day covers on my own label? If I knew I'd tell you.",
7,4,s*x Ed,5254,Jan,"Yeah I'm really happy. Me and Astrid against the world.  We're loving it, yeah. I'm kind of a supermom.",
7,4,s*x Ed,5254,Jan,Yeah.  Fry it up in a pan. Never never never let you forget...  I love that commercial.,
7,4,s*x Ed,5254,Jan,"Well, Michael, it was nice to get your call.",
7,4,s*x Ed,5254,Jan,Are you gonna keep me in suspense? ,
7,4,s*x Ed,5254,Jan,"No, so what couldn't wait?",
7,4,s*x Ed,5254,Jan,"Michael Scott, you are here for a post mortem.",
7,4,s*x Ed,5254,Jan,"You wanna dig into our relationship, go over it, see what killed it. Ok, I'm in.",
7,4,s*x Ed,5256,Jan,No! In the beginning we were not good.,
7,4,s*x Ed,5256,Jan,Well if there's anything exciting about it it's because we both knew it was wrong!,
7,4,s*x Ed,5256,Jan,"No, ok. Imagine there's a princess, who falls for a guy beneath her station, and the queen doesn't like this at all. And the princess knows that the queen doesn't like it so it just makes her wanna do it all the more just to get at the queen!",
7,4,s*x Ed,5256,Jan,"No I'm the princess, and the queen.",
7,4,s*x Ed,5256,Jan,"You might have learned shapes, or blocks, or clocks, or colors. Or you might have learned that we're all, sisters and brothers.",
7,5,The Sting,5270,Oscar,"I love cycling. Andy, I feel like a tourist in my own city. I literally can't wait to wake up every morning.",
7,5,The Sting,5270,Oscar,"No, Meredith, that's not his actual bicycle, but it is the same exact model he uses.",
7,5,The Sting,5300,Oscar,"It's hard to judge ourselves accurately, isn't it.",
7,6,Costume Contest,5311,Oscar,"So what kind of statement are you making with that costume, Kevin?",
7,6,Costume Contest,5321,Oscar,"Everyone realizes that this coupon book isn't actually worth fifteen thousand dollars, right? You'd have to spend two hundred thousand dollars on crap you don't actually need to get fifteen thousand dollars worth of benefits. I'm not the only one who sees this, right?",
7,6,Costume Contest,5331,Angela,"KELLY! You cannot change costumes in the middle of the day! Pam, she's out.",
7,6,Costume Contest,5331,Oscar,Guys? You're arguing over a one in sixteen chance. Over a prize worth... forty bucks.,
7,6,Costume Contest,5332,Angela,"This is an amazing prize. I mean, I don't even want to give Pam a compliment, because she's so blegh, but she did a good job. I really want that coupon book.",
7,6,Costume Contest,5337,Oscar,I guess you could say I'm still in costume. I'm a rational consumer.,
7,6,Costume Contest,5337,Oscar,Stupid coupon booklet. Have you seen my costume? I'm a rational consumer.,
7,6,Costume Contest,5342,Angela,"I don't like your tone! Look, they were sold out of all the other costumes, okay? I think we all live in the real world, here. Let's not pretend to be unaware of what sells in this office.",
7,7,Christening,5360,Angela,Jim. Pam.  And the precious bundle of God's gift to everything.  I wish you both a pleasant day.  And you too. Yes. Praise God. Ok.,
7,7,Christening,5367,Toby,"Sunday church service... it's been a few years. The Big Guy and I, we got some catching up to do.",
7,7,Christening,5371,Toby," Okay, this is, all right, this is silly.   Nope, nope, nope, nope, nope, nope, nope, nope, nope, nope, nope...",
7,7,Christening,5382,Angela,Jesus is not your caterer.  But he should be your caterer 'cause you're a little angel. Why didn't your parents get you a caterer?  They don't think.,
7,7,Christening,5391,Oscar,Why do we have to do something together? I volunteer at a clinic on my own time.,
7,8,Viewing Party,5406,Angela,"Just say copies, why do you have to drag cats into this.",
7,8,Viewing Party,5425,Oscar, That one! She's been in a couple episodes of Friday Night...,
7,8,Viewing Party,5425,Oscar,"You know what? I didn't read the rules, I didn't know the rules. There, it's on. I didn't read the rule book.",
7,8,Viewing Party,5430,Oscar,This is why Erin! We're living it! Start recording now!,
7,8,Viewing Party,5443,Angela,Are you authorized to do this?,
7,8,Viewing Party,5443,Angela,"Ok, uhm, then tell him that we'll do this tomorrow night instead.",
7,8,Viewing Party,5443,Angela,"Wait Pam! How did he seem? Like, you know, did he seem disappointed?",
7,9,WUPHF.com,5458,Angela,"You met your commission cap last week. So from here until the end of the fiscal year, your commission will be zero.",
7,9,WUPHF.com,5458,Angela,It's a new corporate policy.,
7,9,WUPHF.com,5463,Oscar,"Did you ever think of WUPHF as an emergency notification system, like, for college campuses with shooters or gas leaks?",
7,9,WUPHF.com,5463,Oscar,"Sure, how long can you sustain this without a cash infusion?",
7,9,WUPHF.com,5473,Angela,"Yeah, instead of Hay Place, it should be pay place.  Don't laugh at me.",
7,9,WUPHF.com,5473,Angela,"Mm. Yeah, so we can celebrate Thanksgiving-Me-Your-Money Day. ",
7,9,WUPHF.com,5480,Angela,"You would. And if I were to call your house and ask for your wife, would I get through to you?",
7,10,China,5496,Oscar,"Actually, that's not true. I know the figure you're referring to, and it's a projection of fifteen years from now.",
7,10,China,5496,Oscar,"Michael, China's agrarian. Urbanizing fast? You bet 'cha, but still agrarian.",
7,10,China,5496,Oscar,Guys its not worth it really. Guys this is not worth our time.,
7,10,China,5496,Oscar,Great. I was wrong. I'm wrong. Is everyone happy?,
7,10,China,5502,Oscar,"He's... he's not smarter than me, he was just right about one thing.",
7,10,China,5505,Oscar,I was thinking about some of the stuff you said earlier about China.,
7,10,China,5512,Oscar,"Michael, the reason I asked you down here for this chat is that I've been thinking that your fears about China are a bit exaggerated.",
7,10,China,5514,Oscar,"Actually, we're in a mild recession right now. I'll give you that, but people use China as the boogie man for all their problems. In the nineteen eighties, it was Japan.",
7,10,China,5514,Oscar,Do you really think that manufacturing is a relevant indicator of where the world economy's heading in 2011? Do you know the comparative expansion of say the information sector? I'd say that's far more relevant. Wouldn't you?,
7,10,China,5516,Oscar,"Michael, I am so happy that we were able to have this little chat.",
7,11,Classy Christmas (Parts 1&2),5520,Oscar,Here's a question nobody's asking: Is this worth it?,
7,11,Classy Christmas (Parts 1&2),5532,Angela,I wouldn't subject Robert to that. He's a very busy senator.,
7,11,Classy Christmas (Parts 1&2),5532,Angela,I would not expect you to know what it's like to date someone in the public arena.,
7,11,Classy Christmas (Parts 1&2),5532,Angela,We went to a picnic thrown by the Comptroller's wife.,
7,11,Classy Christmas (Parts 1&2),5533,Angela,"Do you have any idea how many photographers there are at a ribbon-cutting ceremony. I do. Two. ""Angela...""  ""over here, Angela...""  ""here. Look here!""",
7,11,Classy Christmas (Parts 1&2),5534,Toby,"Uh, I just wanted to let you know that, uh, I'll be taking a leave of absence starting next week.",
7,11,Classy Christmas (Parts 1&2),5534,Toby,"Uh, no, the opposite. I was actually selected to be a juror on a very high-profile case.",
7,11,Classy Christmas (Parts 1&2),5534,Toby,"Okay, that's hurtful talk. We've talked about that. You know, I don't interrupt your announcements.",
7,11,Classy Christmas (Parts 1&2),5534,Toby,"Well, I really can't talk about it, but it's a very high profile case.",
7,11,Classy Christmas (Parts 1&2),5534,Toby,I can neither confirm nor deny this. Let's just say I'll be up to my neck in jury duty. ,
7,11,Classy Christmas (Parts 1&2),5534,Toby,Corporate will be sending someone else to take my place for a while.,
7,11,Classy Christmas (Parts 1&2),5534,Toby,"Uh, Holly Flax, she comes from the Nashua branch.",
7,11,Classy Christmas (Parts 1&2),5534,Toby,"Yeah, uh, she'll be starting next week. If you have any questions about the transition, just let me know.",
7,11,Classy Christmas (Parts 1&2),5536,Angela,Just stop moving your calves so much while you're talking.,
7,11,Classy Christmas (Parts 1&2),5536,Angela,Maybe I'll bring my boyfriend. I'll invite him.,
7,11,Classy Christmas (Parts 1&2),5536,Angela,"I mean, unless there's any chance there could be press at this party.",
7,11,Classy Christmas (Parts 1&2),5536,Angela,"Well, I only ask because he's a senator.",
7,11,Classy Christmas (Parts 1&2),5544,Toby,"Uh, we're on recess. I came for the party. Hey, everyone.",
7,11,Classy Christmas (Parts 1&2),5545,Toby,I can't talk about it or I'll get removed from the jury.,
7,11,Classy Christmas (Parts 1&2),5546,Toby,"I know people are only this excited to talk to me because of the trial. But, they talk to me for a while, and maybe people realize I have something to say. And then one day, we're just talking.",
7,11,Classy Christmas (Parts 1&2),5562,Toby,"There's this female uh, uh, stenographer at the courthouse...",
7,11,Classy Christmas (Parts 1&2),5564,Angela,It's so cold. Even with my coat on.,
7,11,Classy Christmas (Parts 1&2),5568,Toby,"No, I would never ever do anything like that. But it does seem like something you would do.",
7,11,Classy Christmas (Parts 1&2),5568,Angela,"No, it really seems like something Michael would do.",
7,11,Classy Christmas (Parts 1&2),5571,Toby,"No, they bring it in.",
7,11,Classy Christmas (Parts 1&2),5576,Angela,"Hey everybody, this is my boyfriend, Senator Robert Lipton.",
7,11,Classy Christmas (Parts 1&2),5576,Oscar,"Senator, it's an honor. I'm Angela's friend Oscar.",
7,11,Classy Christmas (Parts 1&2),5577,Oscar,"Robert seems great. He's very handsome, firm handshake, he's gay, good sense of humor.",
7,11,Classy Christmas (Parts 1&2),5587,Angela,"I don't know if you guys have had a chance to use the new parking meters that accept credit cards, but Robert was instrumental in that legislation.",
7,11,Classy Christmas (Parts 1&2),5587,Angela,"And you know those annoying geese at the park? Well, he's helping eradicate them as well. I mean, I think they've really become a pest.",
7,13,Ultimatum,5612,Oscar,"Oh, you mean the state senator. I'm sorry, I was confused, because you accidentally wrote 'the senator'.",
7,14,The Seminar,5650,Oscar,"It means you're playing someone who's going to destroy you. Why did you play ""moo""?",
7,14,The Seminar,5650,Oscar,"Okay, but look, you could have hit ""mood"". Would have played a...",
7,14,The Seminar,5661,Oscar,"A little treat for our old friend Gabe. Put that ""q"" right there.",
7,14,The Seminar,5671,Oscar," Ah. No!  . Although I must say, I will have ""apoplexy"" if you lose. Do you understand? ""Apoplexy"" is what I will have.",
7,15,The Search,5682,Oscar,"You know what Ryan, I talked to the other gay guys, and we're ok with it. We agree it's fine if you got married.",
7,15,The Search,5691,Oscar,"""I'm suppose to be wearing red gloves but my color cartridge portal, got jammed again.""",
7,15,The Search,5704,Angela,Please. It was easy once I decided I wanted the dog to piss on Gabe.,
7,16,PDA,5719,Angela,"I don't know if anyone else feels this way and don't get me wrong, I love Michael and Holly, and maybe I'm being overly sensitive, but... the PDA.",
7,17,Threat Level Midnight,5769,Jan,"He finished his movie?  No kidding. Wow, that's great. Yeah that's good for him.",
7,17,Threat Level Midnight,5770,Jan, The hostages are under the stadium. ,
7,18,Todd Packer,5811,Oscar,"Michael how's this supposed to work? Packer's gonna keep saying terrible things, and then he's just gonna make half-assed apologies. And we're back to square one.",
7,19,Garage Sale,5821,Oscar,No. Everybody assumes I am. I always get them as gifts.,
7,19,Garage Sale,5840,Oscar,"Wanna know how to do it? Here's how you do it. Take her out to dinner. Go down on one knee. If you are in costume, you did something wrong. If at any point you find yourself tying a ring to a dogs collar, stop, and look at yourself.",
7,20,Training Day,5865,Oscar,Michael is leaving. And apparently they've already hired a new manager. And we're meeting him today. It's a lot to process. Paperwork wise.,
7,20,Training Day,5878,Angela,"Deangelo, I forget, did you mention you like politics?",
7,20,Training Day,5878,Angela,"Cause I was thinking that you should meet my boyfriend, he's a state senator. I really think the two of you would hit it off. He's a great person to know.",
7,20,Training Day,5881,Oscar,"Well, Deangelo, I'd say communication could be improved. People stopped reading memos, so everyone marks them urgent.",
7,21,Michael's Last Dundies,5911,Oscar,"The analytical part of me wants to examine it, but I know it has no content.",
7,21,Michael's Last Dundies,5923,Toby,"I really disagree with this. I think it's kind of hateful. Though I am a little happy right now to have a platform to talk about the outcome of a case I was recently a juror on. The Scranton Strangler. That man's being put to death. I was part of the verdict, and I'm not so sure he's guilty any more. : Ohhhh yeah! Chica chicaaa]",
7,22,"Goodbye, Michael",5941,Angela,You wanna see some pictures? I just got these.,
7,22,"Goodbye, Michael",5941,Angela,"Uhm, these are, okay this is us at the theater. And antiquing! Oh, rollerblading.",
7,22,"Goodbye, Michael",5947,Toby,"Well you know Michael, I have a brother in Boulder. Rory Flenderson. You should look him up.",
7,22,"Goodbye, Michael",5949,Angela,See? This is what happens. You can't let a stray dog into the house.,
7,22,"Goodbye, Michael",5949,Angela,"No! I'm not cleaning up a bunch of uneaten cupcake bottoms! You know, we don't really care about your opinion. You're just a tie-breaker.",
7,22,"Goodbye, Michael",5952,Toby," Here's the thing Rory, I knew you guys would hit it off in an odd way.",
7,22,"Goodbye, Michael",5952,Toby,Do- Well you should give him a little time to settle in. But-,
7,23,The Inner Circle,5976,Oscar,"These sound like good ideas, why wouldn't we like them?",
7,23,The Inner Circle,5992,Angela,"Of course you do, Jim. You're a man. Deangelo is a huge sexist.",
7,23,The Inner Circle,5992,Angela,"Okay. Then how about I'm the head of the Accounting Department, but he only ever talks to Kevin? What about Pam and Kelly? Also department heads. But has he ever met with you or even asked you to do anything?",
7,24,"Dwight K. Schrute, (Acting) Manager",6033,Oscar,My God. There is a hardwood floor underneath this carpeting. Why would they do that?,
7,24,"Dwight K. Schrute, (Acting) Manager",6033,Oscar,I'll look on WebMD. What are your symptoms?,
7,24,"Dwight K. Schrute, (Acting) Manager",6033,Angela,"Oh, everybody. Oscar found a reason to look on WebMD.",
7,24,"Dwight K. Schrute, (Acting) Manager",6033,Toby," Oh, I should get the accident report binder. I've never used the gun violence forms before.",
7,24,"Dwight K. Schrute, (Acting) Manager",6034,Toby,I am supposed to collect eyewitness accounts. Who saw Dwight do this? ,
7,24,"Dwight K. Schrute, (Acting) Manager",6034,Toby,Would you consider this a terrorist incident?,
7,24,"Dwight K. Schrute, (Acting) Manager",6034,Toby,"Oh, there's a whole 'nother terrorism booklet for that.",
7,24,"Dwight K. Schrute, (Acting) Manager",6042,Toby,"Uh, well, we probably don't want to go just on seniority.",
7,25,Search Committee (Parts 1&2),6062,Angela," Okay.  How odd, a very unusual phone call from the Senator's office. The Senator wants me to have lunch with him at The Botanical Gardens.",
7,25,Search Committee (Parts 1&2),6063,Toby,How will your experience selling refinery equipment translate to our smaller scale here?,
7,25,Search Committee (Parts 1&2),6066,Toby,"So, how would you go about settling interpersonal conflicts within the office?",
7,25,Search Committee (Parts 1&2),6066,Toby,"Well, it's one of my strengths, but it's the manager's job.",
7,25,Search Committee (Parts 1&2),6071,Toby,"Well, why would you need relocation, if you already live in Scranton?",
7,25,Search Committee (Parts 1&2),6071,Toby,"I'm sorry, if we did something to upset you, I'm sure it was inadvertent.",
7,25,Search Committee (Parts 1&2),6074,Angela,"It's a little flashy. I mean, what am I? Naomi Judd?",
7,25,Search Committee (Parts 1&2),6074,Angela,"Okay. He took me to the replica of Monet's Japanese bridge, and then he put this flower behind my ear, which normally, I would hate, 'cause it's so civil rightsy. Then he got down on one knee, and he said, will you be a Senator's wife?",
7,25,Search Committee (Parts 1&2),6074,Angela,"Yes, Pam. Not everyone is as informal as you and Jim.  Oh, hey Pam, dude, whatever, wanna marry me? ",
7,25,Search Committee (Parts 1&2),6074,Angela,"Then I saw flashes. Reporters were there. They always find us. And everyone was crying, even his aide. ",
7,25,Search Committee (Parts 1&2),6075,Oscar,"Angela's engaged to a gay man. As a gay man, I'm horrified. As a friend of Angela's, horrified. As a lover of elegant weddings,  I'm a little excited.  But overall, horrified.",
7,25,Search Committee (Parts 1&2),6090,Oscar,My friend at the Scranton Blade is totally plugged into these matters.,
7,25,Search Committee (Parts 1&2),6090,Oscar,"You're thinking of another group. Much wealthier, much older.  You sound ignorant.",
7,25,Search Committee (Parts 1&2),6090,Oscar,No. Why would we be talking about the Senator?,
7,25,Search Committee (Parts 1&2),6097,Oscar,"Well, there must be someone who stands out.",
7,25,Search Committee (Parts 1&2),6099,Oscar,"You have met a lesbian in real life, right?",
7,25,Search Committee (Parts 1&2),6099,Oscar,You're right. You're right. She seems happy. We don't tell her.,
7,25,Search Committee (Parts 1&2),6109,Angela," Stanley, I won't be able to invite everyone to the wedding, because we want to keep it to 350.",
7,25,Search Committee (Parts 1&2),6109,Angela,"I mean, we just have to see how many Senators and members of Congress want to attend, before we can open it up to regular people. Pam, you know how you and Jim did your ironic wedding?  Do you still have the plans for the dream wedding that you couldn't afford?",
7,25,Search Committee (Parts 1&2),6109,Angela,Niagara Falls? Pregnant? That was your dream? Pork medallions?,
7,25,Search Committee (Parts 1&2),6110,Toby,"Well, we could try him out for a little while...  and if it doesn't work out, you know, maybe one of us could, you know, step in...",
7,25,Search Committee (Parts 1&2),6111,Oscar,I think it should be Darryl.,
